ts,load1,cpu_pct,mem_used_mb,mem_total_mb,gpu0_pct,gpu0_mem_mb,gpu1_pct,gpu1_mem_mb,gpu_temp
1787360030,1.20,3.8,11736,28012,22,7397,0,0,74
1787360032,1.26,3.7,11792,28012,22,7397,0,0,72
1787360034,1.26,3.2,11780,28012,22,7397,0,0,72
1787360036,1.26,3.3,11764,28012,23,7397,0,0,72
1787360038,1.32,3.2,11765,28012,24,7397,0,0,72
1787360041,1.32,3.6,11769,28012,31,7397,0,0,74
1787360043,1.29,3.2,11816,28012,21,7397,0,0,73
1787360045,1.29,3.2,11800,28012,23,7397,0,0,72
1787360047,1.35,3.2,11787,28012,24,7397,0,0,72
1787360049,1.35,3.2,11792,28012,15,7397,0,0,71
1787360051,1.35,3.9,11788,28012,24,7397,0,0,71
1787360053,1.40,3.2,11781,28012,25,7397,0,0,71
1787360055,1.40,3.3,11773,28012,87,7397,0,0,72
1787360058,1.37,3.6,12119,28012,10,7397,0,0,73
1787360060,1.37,3.3,11833,28012,20,7397,0,0,72
1787360062,1.50,3.3,11812,28012,19,7397,0,0,72
1787360064,1.50,3.3,11792,28012,24,7397,0,0,72
1787360066,1.50,3.3,11785,28012,25,7397,0,0,72
1787360068,1.46,3.3,11780,28012,24,7397,0,0,72
